qid,contrast,metric,full_mean_difference,leave_one_out_mean_difference,removed_query_difference
527433,rars_minus_base,recall@10,-0.02430444466810737,-0.02711453090169757,0.09090909090909094
1037798,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
915593,rars_minus_base,recall@10,-0.02430444466810737,-0.026523252261638444,0.06666666666666671
264014,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1121402,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
962179,rars_minus_base,recall@10,-0.02430444466810737,-0.0005069920990368182,-1.0
1117099,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
148538,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
451602,rars_minus_base,recall@10,-0.02430444466810737,-0.02633195623103108,0.0588235294117647
359349,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1115776,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1112341,rars_minus_base,recall@10,-0.02430444466810737,-0.028649581217235695,0.1538461538461539
131843,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
104861,rars_minus_base,recall@10,-0.02430444466810737,-0.022458211611231942,-0.09999999999999998
833860,rars_minus_base,recall@10,-0.02430444466810737,-0.02794601648928072,0.125
207786,rars_minus_base,recall@10,-0.02430444466810737,-0.020832195351069338,-0.1666666666666667
1114819,rars_minus_base,recall@10,-0.02430444466810737,-0.025556431782622843,0.027027027027027
183378,rars_minus_base,recall@10,-0.02430444466810737,-0.025738278894663395,0.034482758620689696
1106007,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1124210,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
490595,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1103812,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
87181,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
443396,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
87452,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
855410,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1114646,rars_minus_base,recall@10,-0.02430444466810737,-0.02794601648928072,0.125
19335,rars_minus_base,recall@10,-0.02430444466810737,-0.018799675025866085,-0.25
47923,rars_minus_base,recall@10,-0.02430444466810737,-0.02663939628022149,0.07142857142857151
405717,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
182539,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1113437,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1129237,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
146187,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
156493,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1110199,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1063750,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
130510,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
489204,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
573724,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
168216,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1133167,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
527433,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1037798,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
915593,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
264014,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1121402,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
962179,rars_minus_base,success@10,-0.023809523809523808,0.0,-1.0
1117099,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
148538,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
451602,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
359349,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1115776,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1112341,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
131843,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
104861,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
833860,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
207786,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1114819,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
183378,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1106007,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1124210,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
490595,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1103812,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
87181,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
443396,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
87452,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
855410,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1114646,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
19335,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
47923,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
405717,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
182539,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1113437,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
1129237,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
146187,rars_minus_base,success@10,-0.023809523809523808,-0.024390243902439025,0.0
156493,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1110199,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1063750,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
130510,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
489204,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
573724,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
168216,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1133167,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
527433,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1037798,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
915593,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
264014,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1121402,rars_minus_base,mrr@10,0.04024943310657597,0.03716608594657375,0.16666666666666669
962179,rars_minus_base,mrr@10,0.04024943310657597,0.049361207897793274,-0.3333333333333333
1117099,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
148538,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
451602,rars_minus_base,mrr@10,0.04024943310657597,0.024970963995354242,0.6666666666666667
359349,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1115776,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1112341,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
131843,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
104861,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
833860,rars_minus_base,mrr@10,0.04024943310657597,0.029036004645760748,0.5
207786,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1114819,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
183378,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1106007,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1124210,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
490595,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1103812,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
87181,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
443396,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
87452,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
855410,rars_minus_base,mrr@10,0.04024943310657597,0.03658536585365854,0.19047619047619052
1114646,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
19335,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
47923,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
405717,rars_minus_base,mrr@10,0.04024943310657597,0.029036004645760748,0.5
182539,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1113437,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
1129237,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
146187,rars_minus_base,mrr@10,0.04024943310657597,0.041231126596980264,0.0
156493,rars_minus_base,ndcg@10,0.02189042730140619,0.02256605805846062,-0.005810433737825527
1110199,rars_minus_base,ndcg@10,0.02189042730140619,0.02618812094146665,-0.15431501194107256
1063750,rars_minus_base,ndcg@10,0.02189042730140619,0.018779410759328184,0.14944210552660442
130510,rars_minus_base,ndcg@10,0.02189042730140619,0.023823299007613225,-0.057357312653082304
489204,rars_minus_base,ndcg@10,0.02189042730140619,0.01795705900596614,0.18315852741444816
573724,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
168216,rars_minus_base,ndcg@10,0.02189042730140619,0.02181826235804001,0.02484918997941954
1133167,rars_minus_base,ndcg@10,0.02189042730140619,0.020730895724933727,0.0694312219367772
527433,rars_minus_base,ndcg@10,0.02189042730140619,0.02202823001600632,0.016240516002800742
1037798,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
915593,rars_minus_base,ndcg@10,0.02189042730140619,0.019389580405420808,0.12442515003680688
264014,rars_minus_base,ndcg@10,0.02189042730140619,0.022532209808564217,-0.00442265549207288
1121402,rars_minus_base,ndcg@10,0.02189042730140619,0.020221056068073753,0.09033464786803608
962179,rars_minus_base,ndcg@10,0.02189042730140619,0.03461946211363561,-0.5
1117099,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
148538,rars_minus_base,ndcg@10,0.02189042730140619,0.022501639921415142,-0.003169290118960888
451602,rars_minus_base,ndcg@10,0.02189042730140619,0.017000487359497184,0.22237796491967549
359349,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
1115776,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
1112341,rars_minus_base,ndcg@10,0.02189042730140619,0.021316582527885278,0.04541806301576351
131843,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
104861,rars_minus_base,ndcg@10,0.02189042730140619,0.026032324993829056,-0.14792737808793133
833860,rars_minus_base,ndcg@10,0.02189042730140619,0.01743437960302099,0.20458838293519932
207786,rars_minus_base,ndcg@10,0.02189042730140619,0.023441222345531733,-0.041692169507741184
1114819,rars_minus_base,ndcg@10,0.02189042730140619,0.019292785260958078,0.12839375095977879
183378,rars_minus_base,ndcg@10,0.02189042730140619,0.02021028041815841,0.0907764495145651
1106007,rars_minus_base,ndcg@10,0.02189042730140619,0.022121667218698106,0.012409590692437633
1124210,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
490595,rars_minus_base,ndcg@10,0.02189042730140619,0.022490985954180816,-0.0027324774623534998
1103812,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
87181,rars_minus_base,ndcg@10,0.02189042730140619,0.02246432352691588,-0.0016393179444911254
443396,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
87452,rars_minus_base,ndcg@10,0.02189042730140619,0.022022270797574975,0.01648484395848593
855410,rars_minus_base,ndcg@10,0.02189042730140619,0.018359299512009594,0.16666666666666669
1114646,rars_minus_base,ndcg@10,0.02189042730140619,0.019384602384644133,0.12462924888865046
19335,rars_minus_base,ndcg@10,0.02189042730140619,0.02324782600851487,-0.03376291969004963
47923,rars_minus_base,ndcg@10,0.02189042730140619,0.019272724500172433,0.12921624215199023
405717,rars_minus_base,ndcg@10,0.02189042730140619,0.01996142095413481,0.10097968753953268
182539,rars_minus_base,ndcg@10,0.02189042730140619,0.022424340162416095,0.0
1113437,rars_minus_base,ndcg@10,0.02189042730140619,0.02230412059339343,0.004929002329929488
1129237,rars_minus_base,ndcg@10,0.02189042730140619,0.023381474387367495,-0.039242503223007374
146187,rars_minus_base,ndcg@10,0.02189042730140619,0.022260482499487318,0.006718164180079977
